Bait	Prey	#Rep	#Pep	#Frag	AvgP	BFDR
EIF4A2	gi|39780588|gn|TSR1:55720| pre-rRNA-processing protein TSR1 homolog [Homo sapiens]	3	3	5|5|5	0.1621	0.5009
MEPCE	gi|39780588|gn|TSR1:55720| pre-rRNA-processing protein TSR1 homolog [Homo sapiens]	3	3	5|5|5	0.0889	0.5645
EIF4A2	gi|39930523|gn|C11orf84:144097| uncharacterized protein C11orf84 [Homo sapiens]	3	5	5|5|10|5|10	0.4291	0.2507
MEPCE	gi|39930523|gn|C11orf84:144097| uncharacterized protein C11orf84 [Homo sapiens]	3	5	5|5|10|5|10	0.5530	0.1629
EIF4A2	gi|39995082|gn|NSUN2:54888| tRNA (cytosine(34)-C(5))-methyltransferase isoform 1 [Homo sapiens]	3	2	5|5	0.3692	0.3033
MEPCE	gi|39995082|gn|NSUN2:54888| tRNA (cytosine(34)-C(5))-methyltransferase isoform 1 [Homo sapiens]	3	2	5|5	0.4896	0.2020
EIF4A2	gi|40068518|gn|PGD:5226| 6-phosphogluconate dehydrogenase, decarboxylating [Homo sapiens]	3	6	5|5|10|5|5|5	0.3556	0.3151
MEPCE	gi|40068518|gn|PGD:5226| 6-phosphogluconate dehydrogenase, decarboxylating [Homo sapiens]	3	6	5|5|10|5|5|5	0.4400	0.2427
EIF4A2	gi|40217847|gn|SNRNP200:23020| U5 small nuclear ribonucleoprotein 200 kDa helicase [Homo sapiens]	3	27	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.4976	0.1964
MEPCE	gi|40217847|gn|SNRNP200:23020| U5 small nuclear ribonucleoprotein 200 kDa helicase [Homo sapiens]	3	27	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.8601	0.0297
EIF4A2	gi|40254834|gn|KIF1C:10749| kinesin-like protein KIF1C [Homo sapiens]	3	1	5	0.3345	0.3342
MEPCE	gi|40254834|gn|KIF1C:10749| kinesin-like protein KIF1C [Homo sapiens]	3	1	5	0.0228	0.6108
EIF4A2	gi|40254851|gn|PKN3:29941| serine/threonine-protein kinase N3 [Homo sapiens]	3	3	5|5|5	0.0469	0.5931
MEPCE	gi|40254851|gn|PKN3:29941| serine/threonine-protein kinase N3 [Homo sapiens]	3	3	5|5|5	0.2758	0.3916
EIF4A2	gi|40254924|gn|LRRC59:55379| leucine-rich repeat-containing protein 59 [Homo sapiens]	3	6	5|5|5|5|5|5	0.7106	0.0843
MEPCE	gi|40254924|gn|LRRC59:55379| leucine-rich repeat-containing protein 59 [Homo sapiens]	3	6	5|5|5|5|5|5	0.9233	0.0148
EIF4A2	gi|40254978|gn|FIP1L1:81608| pre-mRNA 3'-end-processing factor FIP1 isoform 1 [Homo sapiens]	3	2	5|5	0.3123	0.3580
MEPCE	gi|40254978|gn|FIP1L1:81608| pre-mRNA 3'-end-processing factor FIP1 isoform 1 [Homo sapiens]	3	2	5|5	0.2238	0.4460
EIF4A2	gi|402794155|gn|PUF60:22827| poly(U)-binding-splicing factor PUF60 isoform f [Homo sapiens]	3	1	5	0.0085	0.6268
MEPCE	gi|402794155|gn|PUF60:22827| poly(U)-binding-splicing factor PUF60 isoform f [Homo sapiens]	3	1	5	0.1202	0.5380
EIF4A2	gi|402794208|gn|PUF60:22827| poly(U)-binding-splicing factor PUF60 isoform h [Homo sapiens]	3	15	10|5|5|10|5|5|5|5|5|5|5|5|5|5|5	0.2712	0.3958
MEPCE	gi|402794208|gn|PUF60:22827| poly(U)-binding-splicing factor PUF60 isoform h [Homo sapiens]	3	15	10|5|5|10|5|5|5|5|5|5|5|5|5|5|5	0.3064	0.3644
EIF4A2	gi|40288288|gn|CARM1:10498| histone-arginine methyltransferase CARM1 [Homo sapiens]	3	1	5	0.7313	0.0771
MEPCE	gi|40288288|gn|CARM1:10498| histone-arginine methyltransferase CARM1 [Homo sapiens]	3	1	5	0.2605	0.4068
EIF4A2	gi|40353734|gn|NPM1:4869| nucleophosmin isoform 2 [Homo sapiens]	3	6	5|5|5|10|5|5	0.6373	0.1206
MEPCE	gi|40353734|gn|NPM1:4869| nucleophosmin isoform 2 [Homo sapiens]	3	6	5|5|5|10|5|5	1.0000	0.0000
EIF4A2	gi|40354195|gn|KRT18:3875| keratin, type I cytoskeletal 18 [Homo sapiens]	3	1	5	0.8039	0.0465
MEPCE	gi|40354195|gn|KRT18:3875| keratin, type I cytoskeletal 18 [Homo sapiens]	3	1	5	0.7865	0.0540
EIF4A2	gi|40789249|gn|DARS2:55157| aspartate--tRNA ligase, mitochondrial [Homo sapiens]	3	3	5|5|5	0.2867	0.3813
MEPCE	gi|40789249|gn|DARS2:55157| aspartate--tRNA ligase, mitochondrial [Homo sapiens]	3	3	5|5|5	0.2767	0.3908
EIF4A2	gi|40805825|gn|COPE:11316| coatomer subunit epsilon isoform b [Homo sapiens]	3	5	5|5|5|5|5	0.3224	0.3463
MEPCE	gi|40805825|gn|COPE:11316| coatomer subunit epsilon isoform b [Homo sapiens]	3	5	5|5|5|5|5	0.3255	0.3444
EIF4A2	gi|40807485|gn|PRPF6:24148| pre-mRNA-processing factor 6 [Homo sapiens]	3	21	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.4439	0.2393
MEPCE	gi|40807485|gn|PRPF6:24148| pre-mRNA-processing factor 6 [Homo sapiens]	3	21	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.9595	0.0074
EIF4A2	gi|410170078|gn|LOC100996606:100996606| PREDICTED: uncharacterized protein LOC100996606 [Homo sapiens]	3	1	5	0.2870	0.3810
MEPCE	gi|410170078|gn|LOC100996606:100996606| PREDICTED: uncharacterized protein LOC100996606 [Homo sapiens]	3	1	5	1.0000	0.0000
EIF4A2	gi|410172437|gn|LOC100996643:100996643| PREDICTED: monofunctional C1-tetrahydrofolate synthase, mitochondrial-like [Homo sapiens]	3	1	5	0.0079	0.6277
MEPCE	gi|410172437|gn|LOC100996643:100996643| PREDICTED: monofunctional C1-tetrahydrofolate synthase, mitochondrial-like [Homo sapiens]	3	1	5	0.0673	0.5801
EIF4A2	gi|410173613|gn|LOC101059922:101059922| PREDICTED: uncharacterized LOC101059922 [Homo sapiens]	3	1	5	0.0373	0.5995
MEPCE	gi|410173613|gn|LOC101059922:101059922| PREDICTED: uncharacterized LOC101059922 [Homo sapiens]	3	1	5	0.1143	0.5430
EIF4A2	gi|410991931|gn|PYCR2:29920| pyrroline-5-carboxylate reductase 2 isoform 2 [Homo sapiens]	3	3	5|5|5	0.1987	0.4666
MEPCE	gi|410991931|gn|PYCR2:29920| pyrroline-5-carboxylate reductase 2 isoform 2 [Homo sapiens]	3	3	5|5|5	0.2660	0.4008
EIF4A2	gi|41281453|gn|SLK:9748| STE20-like serine/threonine-protein kinase [Homo sapiens]	3	1	4	0.8685	0.0257
MEPCE	gi|41281453|gn|SLK:9748| STE20-like serine/threonine-protein kinase [Homo sapiens]	3	1	4	0.7302	0.0775
EIF4A2	gi|41281798|gn|TAB1:10454| TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 isoform beta [Homo sapiens]	3	2	5|5	0.1308	0.5293
MEPCE	gi|41281798|gn|TAB1:10454| TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 isoform beta [Homo sapiens]	3	2	5|5	0.1700	0.4936
EIF4A2	gi|41327771|gn|DDX23:9416| probable ATP-dependent RNA helicase DDX23 [Homo sapiens]	3	12	5|5|5|5|5|5|5|5|5|5|5|5	0.4308	0.2494
MEPCE	gi|41327771|gn|DDX23:9416| probable ATP-dependent RNA helicase DDX23 [Homo sapiens]	3	12	5|5|5|5|5|5|5|5|5|5|5|5	0.9944	0.0009
EIF4A2	gi|41327773|gn|DDX46:9879| probable ATP-dependent RNA helicase DDX46 [Homo sapiens]	3	37	5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5	0.3011	0.3689
MEPCE	gi|41327773|gn|DDX46:9879| probable ATP-dependent RNA helicase DDX46 [Homo sapiens]	3	37	5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5	0.2485	0.4187
EIF4A2	gi|41327779|gn|DDX55:57696| ATP-dependent RNA helicase DDX55 [Homo sapiens]	3	1	5	0.7821	0.0558
MEPCE	gi|41327779|gn|DDX55:57696| ATP-dependent RNA helicase DDX55 [Homo sapiens]	3	1	5	0.8006	0.0496
EIF4A2	gi|41393554|gn|LUC7L:55692| putative RNA-binding protein Luc7-like 1 isoform b [Homo sapiens]	3	3	5|5|5	0.0922	0.5595
MEPCE	gi|41393554|gn|LUC7L:55692| putative RNA-binding protein Luc7-like 1 isoform b [Homo sapiens]	3	3	5|5|5	0.4429	0.2397
EIF4A2	gi|41399285|gn|HSPD1:3329| 60 kDa heat shock protein, mitochondrial [Homo sapiens]	3	23	5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.2033	0.4625
MEPCE	gi|41399285|gn|HSPD1:3329| 60 kDa heat shock protein, mitochondrial [Homo sapiens]	3	23	5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.1292	0.5304
EIF4A2	gi|414144872|gn|COPZ1:22818| coatomer subunit zeta-1 isoform 3 [Homo sapiens]	3	1	5	0.0051	0.6323
MEPCE	gi|414144872|gn|COPZ1:22818| coatomer subunit zeta-1 isoform 3 [Homo sapiens]	3	1	5	0.0207	0.6128
EIF4A2	gi|41872631|gn|FASN:2194| fatty acid synthase [Homo sapiens]	3	65	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.3083	0.3623
MEPCE	gi|41872631|gn|FASN:2194| fatty acid synthase [Homo sapiens]	3	65	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.3753	0.2945
EIF4A2	gi|419636284|gn|AP3B1:8546| AP-3 complex subunit beta-1 isoform 2 [Homo sapiens]	3	4	5|5|5|5	0.1203	0.5374
MEPCE	gi|419636284|gn|AP3B1:8546| AP-3 complex subunit beta-1 isoform 2 [Homo sapiens]	3	4	5|5|5|5	0.3001	0.3701
EIF4A2	gi|422398841|gn|PSMD6:9861| 26S proteasome non-ATPase regulatory subunit 6 isoform 3 [Homo sapiens]	3	6	5|5|5|5|5|5	0.2016	0.4632
MEPCE	gi|422398841|gn|PSMD6:9861| 26S proteasome non-ATPase regulatory subunit 6 isoform 3 [Homo sapiens]	3	6	5|5|5|5|5|5	0.0230	0.6105
EIF4A2	gi|422398887|gn|DYNC1I2:1781| cytoplasmic dynein 1 intermediate chain 2 isoform 2 [Homo sapiens]	3	1	5	0.2593	0.4089
MEPCE	gi|422398887|gn|DYNC1I2:1781| cytoplasmic dynein 1 intermediate chain 2 isoform 2 [Homo sapiens]	3	1	5	0.0354	0.6006
EIF4A2	gi|422398894|gn|DYNC1I2:1781| cytoplasmic dynein 1 intermediate chain 2 isoform 4 [Homo sapiens]	3	5	5|5|5|5|5	0.1127	0.5443
MEPCE	gi|422398894|gn|DYNC1I2:1781| cytoplasmic dynein 1 intermediate chain 2 isoform 4 [Homo sapiens]	3	5	5|5|5|5|5	0.0770	0.5723
EIF4A2	gi|42542379|gn|SRRM1:10250| serine/arginine repetitive matrix protein 1 [Homo sapiens]	3	3	5|5|5	0.3830	0.2908
MEPCE	gi|42542379|gn|SRRM1:10250| serine/arginine repetitive matrix protein 1 [Homo sapiens]	3	3	5|5|5	0.7793	0.0577
EIF4A2	gi|42544159|gn|HSPH1:10808| heat shock protein 105 kDa [Homo sapiens]	3	14	5|5|5|5|5|10|5|5|5|5|5|5|5|5	0.1483	0.5124
MEPCE	gi|42544159|gn|HSPH1:10808| heat shock protein 105 kDa [Homo sapiens]	3	14	5|5|5|5|5|10|5|5|5|5|5|5|5|5	0.1166	0.5413
EIF4A2	gi|42558250|gn|CAPRIN1:4076| caprin-1 isoform 1 [Homo sapiens]	3	16	5|5|5|5|5|5|5|5|5|5|5|5|4|5|10|5	0.8672	0.0268
MEPCE	gi|42558250|gn|CAPRIN1:4076| caprin-1 isoform 1 [Homo sapiens]	3	16	5|5|5|5|5|5|5|5|5|5|5|5|4|5|10|5	0.3245	0.3457
EIF4A2	gi|42558252|gn|CHCHD1:118487| coiled-coil-helix-coiled-coil-helix domain-containing protein 1 [Homo sapiens]	3	1	5	0.0013	0.6407
MEPCE	gi|42558252|gn|CHCHD1:118487| coiled-coil-helix-coiled-coil-helix domain-containing protein 1 [Homo sapiens]	3	1	5	0.0047	0.6332
EIF4A2	gi|42560244|gn|PPIG:9360| peptidyl-prolyl cis-trans isomerase G [Homo sapiens]	3	1	5	0.0250	0.6090
MEPCE	gi|42560244|gn|PPIG:9360| peptidyl-prolyl cis-trans isomerase G [Homo sapiens]	3	1	5	0.3677	0.3048
EIF4A2	gi|426214088|gn|RCN2:5955| reticulocalbin-2 isoform b precursor [Homo sapiens]	3	4	5|5|5|5	0.0256	0.6084
MEPCE	gi|426214088|gn|RCN2:5955| reticulocalbin-2 isoform b precursor [Homo sapiens]	3	4	5|5|5|5	0.0714	0.5763
EIF4A2	gi|42718020|gn|RP9:6100| retinitis pigmentosa 9 protein [Homo sapiens]	3	1	5	0.0979	0.5563
MEPCE	gi|42718020|gn|RP9:6100| retinitis pigmentosa 9 protein [Homo sapiens]	3	1	5	0.8637	0.0286
EIF4A2	gi|42741682|gn|ZRANB2:9406| zinc finger Ran-binding domain-containing protein 2 isoform 2 [Homo sapiens]	3	5	5|5|5|5|5	0.1517	0.5096
MEPCE	gi|42741682|gn|ZRANB2:9406| zinc finger Ran-binding domain-containing protein 2 isoform 2 [Homo sapiens]	3	5	5|5|5|5|5	0.7238	0.0804
EIF4A2	gi|42794754|gn|ACSL3:2181| long-chain-fatty-acid--CoA ligase 3 [Homo sapiens]	3	1	5	0.1043	0.5501
MEPCE	gi|42794754|gn|ACSL3:2181| long-chain-fatty-acid--CoA ligase 3 [Homo sapiens]	3	1	5	0.2524	0.4142
EIF4A2	gi|428673536|gn|KHDRBS1:10657| KH domain-containing, RNA-binding, signal transduction-associated protein 1 isoform 2 [Homo sapiens]	3	9	5|5|5|5|5|5|5|5|5	0.4648	0.2186
MEPCE	gi|428673536|gn|KHDRBS1:10657| KH domain-containing, RNA-binding, signal transduction-associated protein 1 isoform 2 [Homo sapiens]	3	9	5|5|5|5|5|5|5|5|5	0.5995	0.1373
EIF4A2	gi|430727947|gn|PPP2R2B:5521| serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform isoform e [Homo sapiens]	3	2	5|5	0.3513	0.3193
MEPCE	gi|430727947|gn|PPP2R2B:5521| serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform isoform e [Homo sapiens]	3	2	5|5	0.2396	0.4279
EIF4A2	gi|431822408|gn|HSP90AB1:3326| heat shock protein HSP 90-beta isoform c [Homo sapiens]	3	45	5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|10|5|5|10|10|5|5	0.2680	0.3986
MEPCE	gi|431822408|gn|HSP90AB1:3326| heat shock protein HSP 90-beta isoform c [Homo sapiens]	3	45	5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|10|5|5|10|10|5|5	0.2422	0.4251
EIF4A2	gi|440309857|gn|TRAP1:10131| heat shock protein 75 kDa, mitochondrial isoform 2 [Homo sapiens]	3	19	5|5|5|5|5|5|3|5|5|5|5|5|5|5|5|5|5|5|5	0.1669	0.4959
MEPCE	gi|440309857|gn|TRAP1:10131| heat shock protein 75 kDa, mitochondrial isoform 2 [Homo sapiens]	3	19	5|5|5|5|5|5|3|5|5|5|5|5|5|5|5|5|5|5|5	0.0809	0.5706
EIF4A2	gi|440918695|gn|USP10:9100| ubiquitin carboxyl-terminal hydrolase 10 isoform 1 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.9748	0.0045
MEPCE	gi|440918695|gn|USP10:9100| ubiquitin carboxyl-terminal hydrolase 10 isoform 1 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.4567	0.2271
EIF4A2	gi|441478305|gn|QARS:5859| glutamine--tRNA ligase isoform b [Homo sapiens]	3	3	5|5|5	0.2424	0.4248
MEPCE	gi|441478305|gn|QARS:5859| glutamine--tRNA ligase isoform b [Homo sapiens]	3	3	5|5|5	0.1620	0.5011
EIF4A2	gi|443497964|gn|PRKAR1A:5573| cAMP-dependent protein kinase type I-alpha regulatory subunit isoform a [Homo sapiens]	3	2	5|5	0.0383	0.5990
MEPCE	gi|443497964|gn|PRKAR1A:5573| cAMP-dependent protein kinase type I-alpha regulatory subunit isoform a [Homo sapiens]	3	2	5|5	0.0367	0.5998
EIF4A2	gi|4501885|gn|ACTB:60| actin, cytoplasmic 1 [Homo sapiens]	3	26	5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5	0.2302	0.4393
MEPCE	gi|4501885|gn|ACTB:60| actin, cytoplasmic 1 [Homo sapiens]	3	26	5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5	0.2195	0.4486
EIF4A2	gi|4501893|gn|ACTN2:88| alpha-actinin-2 [Homo sapiens]	3	1	5	0.0110	0.6235
MEPCE	gi|4501893|gn|ACTN2:88| alpha-actinin-2 [Homo sapiens]	3	1	5	0.0118	0.6227
EIF4A2	gi|4502023|gn|AKT2:208| RAC-beta serine/threonine-protein kinase isoform 1 [Homo sapiens]	3	3	5|5|5	0.3139	0.3555
MEPCE	gi|4502023|gn|AKT2:208| RAC-beta serine/threonine-protein kinase isoform 1 [Homo sapiens]	3	3	5|5|5	0.3515	0.3189
EIF4A2	gi|4502027|gn|ALB:213| serum albumin preproprotein [Homo sapiens]	3	1	5	0.1801	0.4834
MEPCE	gi|4502027|gn|ALB:213| serum albumin preproprotein [Homo sapiens]	3	1	5	0.0844	0.5673
EIF4A2	gi|4502209|gn|ARF5:381| ADP-ribosylation factor 5 [Homo sapiens]	3	2	5|5	0.1966	0.4686
MEPCE	gi|4502209|gn|ARF5:381| ADP-ribosylation factor 5 [Homo sapiens]	3	2	5|5	0.0324	0.6038
EIF4A2	gi|4502491|gn|C1QBP:708| complement component 1 Q subcomponent-binding protein, mitochondrial precursor [Homo sapiens]	3	66	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|10|5|5|5|5|5|5|10|5|5|5|5|5|5|5|10|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5	0.3668	0.3062
MEPCE	gi|4502491|gn|C1QBP:708| complement component 1 Q subcomponent-binding protein, mitochondrial precursor [Homo sapiens]	3	66	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|10|5|5|5|5|5|5|10|5|5|5|5|5|5|5|10|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5	0.9998	0.0000
EIF4A2	gi|4502551|gn|CALU:813| calumenin isoform a precursor [Homo sapiens]	3	3	5|5|5	0.2242	0.4453
MEPCE	gi|4502551|gn|CALU:813| calumenin isoform a precursor [Homo sapiens]	3	3	5|5|5	0.1853	0.4782
EIF4A2	gi|4502643|gn|CCT6A:908| T-complex protein 1 subunit zeta isoform a [Homo sapiens]	3	2	5|5	0.0108	0.6240
MEPCE	gi|4502643|gn|CCT6A:908| T-complex protein 1 subunit zeta isoform a [Homo sapiens]	3	2	5|5	0.0101	0.6251
EIF4A2	gi|4502709|gn|CDK1:983| cyclin-dependent kinase 1 isoform 1 [Homo sapiens]	3	1	5	0.1354	0.5250
MEPCE	gi|4502709|gn|CDK1:983| cyclin-dependent kinase 1 isoform 1 [Homo sapiens]	3	1	5	0.1254	0.5331
EIF4A2	gi|4502747|gn|CDK9:1025| cyclin-dependent kinase 9 [Homo sapiens]	3	9	5|5|5|5|5|5|5|5|5	0.2898	0.3787
MEPCE	gi|4502747|gn|CDK9:1025| cyclin-dependent kinase 9 [Homo sapiens]	3	9	5|5|5|5|5|5|5|5|5	0.9999	0.0000
EIF4A2	gi|4502847|gn|CIRBP:1153| cold-inducible RNA-binding protein [Homo sapiens]	3	9	5|5|5|5|5|5|5|5|5	0.1159	0.5422
MEPCE	gi|4502847|gn|CIRBP:1153| cold-inducible RNA-binding protein [Homo sapiens]	3	9	5|5|5|5|5|5|5|5|5	0.1368	0.5229
EIF4A2	gi|4502861|gn|AP3S1:1176| AP-3 complex subunit sigma-1 [Homo sapiens]	3	1	5	0.1712	0.4922
MEPCE	gi|4502861|gn|AP3S1:1176| AP-3 complex subunit sigma-1 [Homo sapiens]	3	1	5	0.0357	0.6005
EIF4A2	gi|4502891|gn|CLNS1A:1207| methylosome subunit pICln [Homo sapiens]	3	11	5|10|5|5|10|5|5|5|5|5|5	0.2452	0.4228
MEPCE	gi|4502891|gn|CLNS1A:1207| methylosome subunit pICln [Homo sapiens]	3	11	5|10|5|5|10|5|5|5|5|5|5	0.5946	0.1427
EIF4A2	gi|4502923|gn|CNN3:1266| calponin-3 [Homo sapiens]	3	1	5	0.0942	0.5588
MEPCE	gi|4502923|gn|CNN3:1266| calponin-3 [Homo sapiens]	3	1	5	0.2171	0.4509
EIF4A2	gi|4503097|gn|CSNK2A2:1459| casein kinase II subunit alpha' [Homo sapiens]	3	10	5|5|5|5|5|5|5|5|5|5	0.9872	0.0020
MEPCE	gi|4503097|gn|CSNK2A2:1459| casein kinase II subunit alpha' [Homo sapiens]	3	10	5|5|5|5|5|5|5|5|5|5	0.5567	0.1624
EIF4A2	gi|4503101|gn|CSRP2:1466| cysteine and glycine-rich protein 2 [Homo sapiens]	3	1	5	0.0137	0.6189
MEPCE	gi|4503101|gn|CSRP2:1466| cysteine and glycine-rich protein 2 [Homo sapiens]	3	1	5	0.0985	0.5559
EIF4A2	gi|4503377|gn|DPYSL2:1808| dihydropyrimidinase-related protein 2 isoform 2 [Homo sapiens]	3	9	5|5|5|5|5|5|5|5|5	0.3120	0.3586
MEPCE	gi|4503377|gn|DPYSL2:1808| dihydropyrimidinase-related protein 2 isoform 2 [Homo sapiens]	3	9	5|5|5|5|5|5|5|5|5	0.2596	0.4086
EIF4A2	gi|4503453|gn|EDF1:8721| endothelial differentiation-related factor 1 isoform alpha [Homo sapiens]	3	3	5|5|5	0.0036	0.6350
MEPCE	gi|4503453|gn|EDF1:8721| endothelial differentiation-related factor 1 isoform alpha [Homo sapiens]	3	3	5|5|5	0.0050	0.6326
EIF4A2	gi|4503471|gn|EEF1A1:1915| elongation factor 1-alpha 1 [Homo sapiens]	3	13	5|5|5|5|5|5|5|5|5|5|5|10|5	0.1561	0.5068
MEPCE	gi|4503471|gn|EEF1A1:1915| elongation factor 1-alpha 1 [Homo sapiens]	3	13	5|5|5|5|5|5|5|5|5|5|5|10|5	0.1732	0.4890
EIF4A2	gi|4503475|gn|EEF1A2:1917| elongation factor 1-alpha 2 [Homo sapiens]	3	8	10|5|5|5|5|5|5|5	0.8587	0.0305
MEPCE	gi|4503475|gn|EEF1A2:1917| elongation factor 1-alpha 2 [Homo sapiens]	3	8	10|5|5|5|5|5|5|5	0.6970	0.0882
EIF4A2	gi|4503481|gn|EEF1G:1937| elongation factor 1-gamma [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.4161	0.2590
MEPCE	gi|4503481|gn|EEF1G:1937| elongation factor 1-gamma [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.4026	0.2719
EIF4A2	gi|4503483|gn|EEF2:1938| elongation factor 2 [Homo sapiens]	3	21	5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.2826	0.3845
MEPCE	gi|4503483|gn|EEF2:1938| elongation factor 2 [Homo sapiens]	3	21	5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.1522	0.5090
EIF4A2	gi|4503499|gn|EIF1AX:1964| eukaryotic translation initiation factor 1A, X-chromosomal [Homo sapiens]	3	5	5|5|5|5|5	0.2889	0.3799
MEPCE	gi|4503499|gn|EIF1AX:1964| eukaryotic translation initiation factor 1A, X-chromosomal [Homo sapiens]	3	5	5|5|5|5|5	0.2258	0.4438
EIF4A2	gi|4503503|gn|EIF2B1:1967| translation initiation factor eIF-2B subunit alpha [Homo sapiens]	3	1	5	0.4058	0.2687
MEPCE	gi|4503503|gn|EIF2B1:1967| translation initiation factor eIF-2B subunit alpha [Homo sapiens]	3	1	5	0.4876	0.2034
EIF4A2	gi|4503507|gn|EIF2S3:1968| eukaryotic translation initiation factor 2 subunit 3 [Homo sapiens]	3	2	5|5	0.7859	0.0545
MEPCE	gi|4503507|gn|EIF2S3:1968| eukaryotic translation initiation factor 2 subunit 3 [Homo sapiens]	3	2	5|5	0.7647	0.0640
EIF4A2	gi|4503509|gn|EIF3A:8661| eukaryotic translation initiation factor 3 subunit A [Homo sapiens]	3	70	5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	1.0000	0.0000
MEPCE	gi|4503509|gn|EIF3A:8661| eukaryotic translation initiation factor 3 subunit A [Homo sapiens]	3	70	5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.4936	0.1997
EIF4A2	gi|4503513|gn|EIF3I:8668| eukaryotic translation initiation factor 3 subunit I [Homo sapiens]	3	21	5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5	1.0000	0.0000
MEPCE	gi|4503513|gn|EIF3I:8668| eukaryotic translation initiation factor 3 subunit I [Homo sapiens]	3	21	5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5	0.4050	0.2695
EIF4A2	gi|4503515|gn|EIF3H:8667| eukaryotic translation initiation factor 3 subunit H [Homo sapiens]	3	29	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	1.0000	0.0000
MEPCE	gi|4503515|gn|EIF3H:8667| eukaryotic translation initiation factor 3 subunit H [Homo sapiens]	3	29	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.5450	0.1673
EIF4A2	gi|4503519|gn|EIF3F:8665| eukaryotic translation initiation factor 3 subunit F [Homo sapiens]	3	28	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5	1.0000	0.0000
