Bait	Prey	#Rep	#Pep	AvgP	BFDR
EIF4A2	gi|41393554|gn|LUC7L:55692| putative RNA-binding protein Luc7-like 1 isoform b [Homo sapiens]	3	3	0.0640	0.5246
MEPCE	gi|41393554|gn|LUC7L:55692| putative RNA-binding protein Luc7-like 1 isoform b [Homo sapiens]	3	3	0.5281	0.1463
EIF4A2	gi|41399285|gn|HSPD1:3329| 60 kDa heat shock protein, mitochondrial [Homo sapiens]	3	23	0.1650	0.4261
MEPCE	gi|41399285|gn|HSPD1:3329| 60 kDa heat shock protein, mitochondrial [Homo sapiens]	3	23	0.1086	0.4837
EIF4A2	gi|414144872|gn|COPZ1:22818| coatomer subunit zeta-1 isoform 3 [Homo sapiens]	3	1	0.0010	0.6531
MEPCE	gi|414144872|gn|COPZ1:22818| coatomer subunit zeta-1 isoform 3 [Homo sapiens]	3	1	0.0104	0.6010
EIF4A2	gi|41872631|gn|FASN:2194| fatty acid synthase [Homo sapiens]	3	65	0.3343	0.2776
MEPCE	gi|41872631|gn|FASN:2194| fatty acid synthase [Homo sapiens]	3	65	0.4318	0.2013
EIF4A2	gi|419636284|gn|AP3B1:8546| AP-3 complex subunit beta-1 isoform 2 [Homo sapiens]	3	4	0.0190	0.5778
MEPCE	gi|419636284|gn|AP3B1:8546| AP-3 complex subunit beta-1 isoform 2 [Homo sapiens]	3	4	0.3353	0.2751
EIF4A2	gi|422398841|gn|PSMD6:9861| 26S proteasome non-ATPase regulatory subunit 6 isoform 3 [Homo sapiens]	3	6	0.0250	0.5689
MEPCE	gi|422398841|gn|PSMD6:9861| 26S proteasome non-ATPase regulatory subunit 6 isoform 3 [Homo sapiens]	3	6	0.0106	0.6000
EIF4A2	gi|422398887|gn|DYNC1I2:1781| cytoplasmic dynein 1 intermediate chain 2 isoform 2 [Homo sapiens]	3	1	0.0147	0.5879
MEPCE	gi|422398887|gn|DYNC1I2:1781| cytoplasmic dynein 1 intermediate chain 2 isoform 2 [Homo sapiens]	3	1	0.0009	0.6543
EIF4A2	gi|422398894|gn|DYNC1I2:1781| cytoplasmic dynein 1 intermediate chain 2 isoform 4 [Homo sapiens]	3	5	0.0079	0.6108
MEPCE	gi|422398894|gn|DYNC1I2:1781| cytoplasmic dynein 1 intermediate chain 2 isoform 4 [Homo sapiens]	3	5	0.0077	0.6125
EIF4A2	gi|42542379|gn|SRRM1:10250| serine/arginine repetitive matrix protein 1 [Homo sapiens]	3	3	0.4130	0.2167
MEPCE	gi|42542379|gn|SRRM1:10250| serine/arginine repetitive matrix protein 1 [Homo sapiens]	3	3	0.7763	0.0378
EIF4A2	gi|42544159|gn|HSPH1:10808| heat shock protein 105 kDa [Homo sapiens]	3	14	0.1265	0.4629
MEPCE	gi|42544159|gn|HSPH1:10808| heat shock protein 105 kDa [Homo sapiens]	3	14	0.1471	0.4435
EIF4A2	gi|42558250|gn|CAPRIN1:4076| caprin-1 isoform 1 [Homo sapiens]	3	16	0.8899	0.0133
MEPCE	gi|42558250|gn|CAPRIN1:4076| caprin-1 isoform 1 [Homo sapiens]	3	16	0.3141	0.2958
EIF4A2	gi|42558252|gn|CHCHD1:118487| coiled-coil-helix-coiled-coil-helix domain-containing protein 1 [Homo sapiens]	3	1	0.0005	0.6592
MEPCE	gi|42558252|gn|CHCHD1:118487| coiled-coil-helix-coiled-coil-helix domain-containing protein 1 [Homo sapiens]	3	1	0.0022	0.6416
EIF4A2	gi|42560244|gn|PPIG:9360| peptidyl-prolyl cis-trans isomerase G [Homo sapiens]	3	1	0.0008	0.6563
MEPCE	gi|42560244|gn|PPIG:9360| peptidyl-prolyl cis-trans isomerase G [Homo sapiens]	3	1	0.6861	0.0696
EIF4A2	gi|426214088|gn|RCN2:5955| reticulocalbin-2 isoform b precursor [Homo sapiens]	3	4	0.0056	0.6206
MEPCE	gi|426214088|gn|RCN2:5955| reticulocalbin-2 isoform b precursor [Homo sapiens]	3	4	0.0894	0.4977
EIF4A2	gi|42718020|gn|RP9:6100| retinitis pigmentosa 9 protein [Homo sapiens]	3	1	0.0152	0.5854
MEPCE	gi|42718020|gn|RP9:6100| retinitis pigmentosa 9 protein [Homo sapiens]	3	1	1.0000	0.0000
EIF4A2	gi|42741682|gn|ZRANB2:9406| zinc finger Ran-binding domain-containing protein 2 isoform 2 [Homo sapiens]	3	5	0.0272	0.5656
MEPCE	gi|42741682|gn|ZRANB2:9406| zinc finger Ran-binding domain-containing protein 2 isoform 2 [Homo sapiens]	3	5	0.8865	0.0153
EIF4A2	gi|42794754|gn|ACSL3:2181| long-chain-fatty-acid--CoA ligase 3 [Homo sapiens]	3	1	0.0012	0.6515
MEPCE	gi|42794754|gn|ACSL3:2181| long-chain-fatty-acid--CoA ligase 3 [Homo sapiens]	3	1	0.0431	0.5466
EIF4A2	gi|428673536|gn|KHDRBS1:10657| KH domain-containing, RNA-binding, signal transduction-associated protein 1 isoform 2 [Homo sapiens]	3	9	0.5394	0.1397
MEPCE	gi|428673536|gn|KHDRBS1:10657| KH domain-containing, RNA-binding, signal transduction-associated protein 1 isoform 2 [Homo sapiens]	3	9	0.7203	0.0559
EIF4A2	gi|430727947|gn|PPP2R2B:5521| serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform isoform e [Homo sapiens]	3	2	0.2745	0.3310
MEPCE	gi|430727947|gn|PPP2R2B:5521| serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform isoform e [Homo sapiens]	3	2	0.1132	0.4792
EIF4A2	gi|431822408|gn|HSP90AB1:3326| heat shock protein HSP 90-beta isoform c [Homo sapiens]	3	45	0.2424	0.3576
MEPCE	gi|431822408|gn|HSP90AB1:3326| heat shock protein HSP 90-beta isoform c [Homo sapiens]	3	45	0.2574	0.3483
EIF4A2	gi|440309857|gn|TRAP1:10131| heat shock protein 75 kDa, mitochondrial isoform 2 [Homo sapiens]	3	19	0.1086	0.4837
MEPCE	gi|440309857|gn|TRAP1:10131| heat shock protein 75 kDa, mitochondrial isoform 2 [Homo sapiens]	3	19	0.0293	0.5643
EIF4A2	gi|440918695|gn|USP10:9100| ubiquitin carboxyl-terminal hydrolase 10 isoform 1 [Homo sapiens]	3	7	0.9986	0.0001
MEPCE	gi|440918695|gn|USP10:9100| ubiquitin carboxyl-terminal hydrolase 10 isoform 1 [Homo sapiens]	3	7	0.3484	0.2638
EIF4A2	gi|441478305|gn|QARS:5859| glutamine--tRNA ligase isoform b [Homo sapiens]	3	3	0.2715	0.3325
MEPCE	gi|441478305|gn|QARS:5859| glutamine--tRNA ligase isoform b [Homo sapiens]	3	3	0.1828	0.4098
EIF4A2	gi|443497964|gn|PRKAR1A:5573| cAMP-dependent protein kinase type I-alpha regulatory subunit isoform a [Homo sapiens]	3	2	0.0017	0.6468
MEPCE	gi|443497964|gn|PRKAR1A:5573| cAMP-dependent protein kinase type I-alpha regulatory subunit isoform a [Homo sapiens]	3	2	0.0024	0.6397
EIF4A2	gi|4501885|gn|ACTB:60| actin, cytoplasmic 1 [Homo sapiens]	3	26	0.2633	0.3407
MEPCE	gi|4501885|gn|ACTB:60| actin, cytoplasmic 1 [Homo sapiens]	3	26	0.2493	0.3537
EIF4A2	gi|4501893|gn|ACTN2:88| alpha-actinin-2 [Homo sapiens]	3	1	0.0058	0.6199
MEPCE	gi|4501893|gn|ACTN2:88| alpha-actinin-2 [Homo sapiens]	3	1	0.0040	0.6296
EIF4A2	gi|4502023|gn|AKT2:208| RAC-beta serine/threonine-protein kinase isoform 1 [Homo sapiens]	3	3	0.1235	0.4666
MEPCE	gi|4502023|gn|AKT2:208| RAC-beta serine/threonine-protein kinase isoform 1 [Homo sapiens]	3	3	0.2976	0.3110
EIF4A2	gi|4502027|gn|ALB:213| serum albumin preproprotein [Homo sapiens]	3	1	0.3332	0.2806
MEPCE	gi|4502027|gn|ALB:213| serum albumin preproprotein [Homo sapiens]	3	1	0.0166	0.5824
EIF4A2	gi|4502209|gn|ARF5:381| ADP-ribosylation factor 5 [Homo sapiens]	3	2	0.0070	0.6139
MEPCE	gi|4502209|gn|ARF5:381| ADP-ribosylation factor 5 [Homo sapiens]	3	2	0.0031	0.6357
EIF4A2	gi|4502491|gn|C1QBP:708| complement component 1 Q subcomponent-binding protein, mitochondrial precursor [Homo sapiens]	3	66	0.2837	0.3230
MEPCE	gi|4502491|gn|C1QBP:708| complement component 1 Q subcomponent-binding protein, mitochondrial precursor [Homo sapiens]	3	66	1.0000	0.0000
EIF4A2	gi|4502551|gn|CALU:813| calumenin isoform a precursor [Homo sapiens]	3	3	0.1246	0.4655
MEPCE	gi|4502551|gn|CALU:813| calumenin isoform a precursor [Homo sapiens]	3	3	0.2413	0.3583
EIF4A2	gi|4502643|gn|CCT6A:908| T-complex protein 1 subunit zeta isoform a [Homo sapiens]	3	2	0.0049	0.6253
MEPCE	gi|4502643|gn|CCT6A:908| T-complex protein 1 subunit zeta isoform a [Homo sapiens]	3	2	0.0035	0.6328
EIF4A2	gi|4502709|gn|CDK1:983| cyclin-dependent kinase 1 isoform 1 [Homo sapiens]	3	1	0.0013	0.6504
MEPCE	gi|4502709|gn|CDK1:983| cyclin-dependent kinase 1 isoform 1 [Homo sapiens]	3	1	0.0036	0.6316
EIF4A2	gi|4502747|gn|CDK9:1025| cyclin-dependent kinase 9 [Homo sapiens]	3	9	0.3128	0.2974
MEPCE	gi|4502747|gn|CDK9:1025| cyclin-dependent kinase 9 [Homo sapiens]	3	9	1.0000	0.0000
EIF4A2	gi|4502847|gn|CIRBP:1153| cold-inducible RNA-binding protein [Homo sapiens]	3	9	0.0287	0.5645
MEPCE	gi|4502847|gn|CIRBP:1153| cold-inducible RNA-binding protein [Homo sapiens]	3	9	0.0335	0.5591
EIF4A2	gi|4502861|gn|AP3S1:1176| AP-3 complex subunit sigma-1 [Homo sapiens]	3	1	0.0334	0.5595
MEPCE	gi|4502861|gn|AP3S1:1176| AP-3 complex subunit sigma-1 [Homo sapiens]	3	1	0.0051	0.6239
EIF4A2	gi|4502891|gn|CLNS1A:1207| methylosome subunit pICln [Homo sapiens]	3	11	0.2645	0.3396
MEPCE	gi|4502891|gn|CLNS1A:1207| methylosome subunit pICln [Homo sapiens]	3	11	0.7624	0.0432
EIF4A2	gi|4502923|gn|CNN3:1266| calponin-3 [Homo sapiens]	3	1	0.0078	0.6119
MEPCE	gi|4502923|gn|CNN3:1266| calponin-3 [Homo sapiens]	3	1	0.0220	0.5744
EIF4A2	gi|4503097|gn|CSNK2A2:1459| casein kinase II subunit alpha' [Homo sapiens]	3	10	0.9999	0.0000
MEPCE	gi|4503097|gn|CSNK2A2:1459| casein kinase II subunit alpha' [Homo sapiens]	3	10	0.5361	0.1438
EIF4A2	gi|4503101|gn|CSRP2:1466| cysteine and glycine-rich protein 2 [Homo sapiens]	3	1	0.0009	0.6543
MEPCE	gi|4503101|gn|CSRP2:1466| cysteine and glycine-rich protein 2 [Homo sapiens]	3	1	0.0029	0.6375
EIF4A2	gi|4503377|gn|DPYSL2:1808| dihydropyrimidinase-related protein 2 isoform 2 [Homo sapiens]	3	9	0.1314	0.4569
MEPCE	gi|4503377|gn|DPYSL2:1808| dihydropyrimidinase-related protein 2 isoform 2 [Homo sapiens]	3	9	0.1579	0.4331
EIF4A2	gi|4503453|gn|EDF1:8721| endothelial differentiation-related factor 1 isoform alpha [Homo sapiens]	3	3	0.0032	0.6352
MEPCE	gi|4503453|gn|EDF1:8721| endothelial differentiation-related factor 1 isoform alpha [Homo sapiens]	3	3	0.0046	0.6265
EIF4A2	gi|4503471|gn|EEF1A1:1915| elongation factor 1-alpha 1 [Homo sapiens]	3	13	0.1894	0.4050
MEPCE	gi|4503471|gn|EEF1A1:1915| elongation factor 1-alpha 1 [Homo sapiens]	3	13	0.1111	0.4811
EIF4A2	gi|4503475|gn|EEF1A2:1917| elongation factor 1-alpha 2 [Homo sapiens]	3	8	0.9802	0.0017
MEPCE	gi|4503475|gn|EEF1A2:1917| elongation factor 1-alpha 2 [Homo sapiens]	3	8	0.7597	0.0441
EIF4A2	gi|4503481|gn|EEF1G:1937| elongation factor 1-gamma [Homo sapiens]	3	7	0.3214	0.2905
MEPCE	gi|4503481|gn|EEF1G:1937| elongation factor 1-gamma [Homo sapiens]	3	7	0.3948	0.2290
EIF4A2	gi|4503483|gn|EEF2:1938| elongation factor 2 [Homo sapiens]	3	21	0.2597	0.3447
MEPCE	gi|4503483|gn|EEF2:1938| elongation factor 2 [Homo sapiens]	3	21	0.1381	0.4515
EIF4A2	gi|4503499|gn|EIF1AX:1964| eukaryotic translation initiation factor 1A, X-chromosomal [Homo sapiens]	3	5	0.2643	0.3403
MEPCE	gi|4503499|gn|EIF1AX:1964| eukaryotic translation initiation factor 1A, X-chromosomal [Homo sapiens]	3	5	0.2136	0.3833
EIF4A2	gi|4503503|gn|EIF2B1:1967| translation initiation factor eIF-2B subunit alpha [Homo sapiens]	3	1	0.0103	0.6014
MEPCE	gi|4503503|gn|EIF2B1:1967| translation initiation factor eIF-2B subunit alpha [Homo sapiens]	3	1	0.6450	0.0983
EIF4A2	gi|4503507|gn|EIF2S3:1968| eukaryotic translation initiation factor 2 subunit 3 [Homo sapiens]	3	2	0.8202	0.0286
MEPCE	gi|4503507|gn|EIF2S3:1968| eukaryotic translation initiation factor 2 subunit 3 [Homo sapiens]	3	2	0.7004	0.0615
EIF4A2	gi|4503509|gn|EIF3A:8661| eukaryotic translation initiation factor 3 subunit A [Homo sapiens]	3	70	1.0000	0.0000
MEPCE	gi|4503509|gn|EIF3A:8661| eukaryotic translation initiation factor 3 subunit A [Homo sapiens]	3	70	0.5796	0.1250
EIF4A2	gi|4503513|gn|EIF3I:8668| eukaryotic translation initiation factor 3 subunit I [Homo sapiens]	3	21	1.0000	0.0000
MEPCE	gi|4503513|gn|EIF3I:8668| eukaryotic translation initiation factor 3 subunit I [Homo sapiens]	3	21	0.3565	0.2589
EIF4A2	gi|4503515|gn|EIF3H:8667| eukaryotic translation initiation factor 3 subunit H [Homo sapiens]	3	29	1.0000	0.0000
MEPCE	gi|4503515|gn|EIF3H:8667| eukaryotic translation initiation factor 3 subunit H [Homo sapiens]	3	29	0.5422	0.1366
EIF4A2	gi|4503519|gn|EIF3F:8665| eukaryotic translation initiation factor 3 subunit F [Homo sapiens]	3	28	1.0000	0.0000
MEPCE	gi|4503519|gn|EIF3F:8665| eukaryotic translation initiation factor 3 subunit F [Homo sapiens]	3	28	0.4996	0.1645
EIF4A2	gi|4503521|gn|EIF3E:3646| eukaryotic translation initiation factor 3 subunit E [Homo sapiens]	3	23	1.0000	0.0000
MEPCE	gi|4503521|gn|EIF3E:3646| eukaryotic translation initiation factor 3 subunit E [Homo sapiens]	3	23	0.4918	0.1705
EIF4A2	gi|4503523|gn|EIF3D:8664| eukaryotic translation initiation factor 3 subunit D [Homo sapiens]	3	22	1.0000	0.0000
MEPCE	gi|4503523|gn|EIF3D:8664| eukaryotic translation initiation factor 3 subunit D [Homo sapiens]	3	22	0.5787	0.1255
EIF4A2	gi|4503529|gn|EIF4A1:1973| eukaryotic initiation factor 4A-I isoform 1 [Homo sapiens]	3	8	1.0000	0.0000
MEPCE	gi|4503529|gn|EIF4A1:1973| eukaryotic initiation factor 4A-I isoform 1 [Homo sapiens]	3	8	0.2940	0.3142
EIF4A2	gi|4503571|gn|ENO1:2023| alpha-enolase isoform 1 [Homo sapiens]	3	5	0.3327	0.2814
MEPCE	gi|4503571|gn|ENO1:2023| alpha-enolase isoform 1 [Homo sapiens]	3	5	0.0042	0.6286
EIF4A2	gi|4503659|gn|FAU:2197| ubiquitin-like protein fubi and ribosomal protein S30 precursor [Homo sapiens]	3	2	0.4175	0.2134
MEPCE	gi|4503659|gn|FAU:2197| ubiquitin-like protein fubi and ribosomal protein S30 precursor [Homo sapiens]	3	2	0.3841	0.2368
EIF4A2	gi|4503727|gn|FKBP3:2287| peptidyl-prolyl cis-trans isomerase FKBP3 [Homo sapiens]	3	3	0.2241	0.3724
MEPCE	gi|4503727|gn|FKBP3:2287| peptidyl-prolyl cis-trans isomerase FKBP3 [Homo sapiens]	3	3	0.2750	0.3302
EIF4A2	gi|4503729|gn|FKBP4:2288| peptidyl-prolyl cis-trans isomerase FKBP4 [Homo sapiens]	3	15	0.2028	0.3946
MEPCE	gi|4503729|gn|FKBP4:2288| peptidyl-prolyl cis-trans isomerase FKBP4 [Homo sapiens]	3	15	0.2409	0.3594
EIF4A2	gi|4503743|gn|FLII:2314| protein flightless-1 homolog isoform 1 [Homo sapiens]	3	1	0.0089	0.6077
MEPCE	gi|4503743|gn|FLII:2314| protein flightless-1 homolog isoform 1 [Homo sapiens]	3	1	0.5034	0.1615
EIF4A2	gi|4503765|gn|FMR1:2332| fragile X mental retardation protein 1 isoform ISO1 [Homo sapiens]	3	1	0.1175	0.4735
MEPCE	gi|4503765|gn|FMR1:2332| fragile X mental retardation protein 1 isoform ISO1 [Homo sapiens]	3	1	0.1155	0.4768
EIF4A2	gi|4503841|gn|XRCC6:2547| X-ray repair cross-complementing protein 6 [Homo sapiens]	3	29	0.7565	0.0455
MEPCE	gi|4503841|gn|XRCC6:2547| X-ray repair cross-complementing protein 6 [Homo sapiens]	3	29	0.9999	0.0000
EIF4A2	gi|4503971|gn|GDI1:2664| rab GDP dissociation inhibitor alpha [Homo sapiens]	3	3	0.1097	0.4829
MEPCE	gi|4503971|gn|GDI1:2664| rab GDP dissociation inhibitor alpha [Homo sapiens]	3	3	0.0266	0.5667
EIF4A2	gi|4504255|gn|H2AFZ:3015| histone H2A	3	1	0.0226	0.5734
MEPCE	gi|4504255|gn|H2AFZ:3015| histone H2A	3	1	0.3709	0.2473
EIF4A2	gi|4504327|gn|HADHB:3032| trifunctional enzyme subunit beta, mitochondrial precursor [Homo sapiens]	3	2	0.5064	0.1600
MEPCE	gi|4504327|gn|HADHB:3032| trifunctional enzyme subunit beta, mitochondrial precursor [Homo sapiens]	3	2	0.1086	0.4837
EIF4A2	gi|4504341|gn|HAT1:8520| histone acetyltransferase type B catalytic subunit [Homo sapiens]	3	1	0.0211	0.5753
MEPCE	gi|4504341|gn|HAT1:8520| histone acetyltransferase type B catalytic subunit [Homo sapiens]	3	1	0.0218	0.5749
EIF4A2	gi|4504425|gn|HMGB1:3146| high mobility group protein B1 [Homo sapiens]	3	6	0.0105	0.6002
MEPCE	gi|4504425|gn|HMGB1:3146| high mobility group protein B1 [Homo sapiens]	3	6	0.0102	0.6021
EIF4A2	gi|4504483|gn|HPRT1:3251| hypoxanthine-guanine phosphoribosyltransferase [Homo sapiens]	3	1	0.3615	0.2554
MEPCE	gi|4504483|gn|HPRT1:3251| hypoxanthine-guanine phosphoribosyltransferase [Homo sapiens]	3	1	0.0908	0.4964
EIF4A2	gi|4504505|gn|HSD17B4:3295| peroxisomal multifunctional enzyme type 2 isoform 2 [Homo sapiens]	3	2	0.0325	0.5608
MEPCE	gi|4504505|gn|HSD17B4:3295| peroxisomal multifunctional enzyme type 2 isoform 2 [Homo sapiens]	3	2	0.0195	0.5768
EIF4A2	gi|4504511|gn|DNAJA1:3301| dnaJ homolog subfamily A member 1 [Homo sapiens]	3	5	0.3941	0.2294
MEPCE	gi|4504511|gn|DNAJA1:3301| dnaJ homolog subfamily A member 1 [Homo sapiens]	3	5	0.0258	0.5674
EIF4A2	gi|4504523|gn|HSPE1:3336| 10 kDa heat shock protein, mitochondrial [Homo sapiens]	3	4	0.6942	0.0660
MEPCE	gi|4504523|gn|HSPE1:3336| 10 kDa heat shock protein, mitochondrial [Homo sapiens]	3	4	0.2596	0.3451
EIF4A2	gi|4504733|gn|IRS4:8471| insulin receptor substrate 4 [Homo sapiens]	3	19	0.0327	0.5606
MEPCE	gi|4504733|gn|IRS4:8471| insulin receptor substrate 4 [Homo sapiens]	3	19	0.0598	0.5290
EIF4A2	gi|4504897|gn|KPNA2:3838| importin subunit alpha-2 [Homo sapiens]	3	17	0.2989	0.3091
MEPCE	gi|4504897|gn|KPNA2:3838| importin subunit alpha-2 [Homo sapiens]	3	17	0.9999	0.0000
EIF4A2	gi|4504901|gn|KPNA4:3840| importin subunit alpha-4 [Homo sapiens]	3	7	0.4515	0.1935
MEPCE	gi|4504901|gn|KPNA4:3840| importin subunit alpha-4 [Homo sapiens]	3	7	1.0000	0.0000
EIF4A2	gi|4504919|gn|KRT8:3856| keratin, type II cytoskeletal 8 isoform 2 [Homo sapiens]	3	7	0.8468	0.0214
MEPCE	gi|4504919|gn|KRT8:3856| keratin, type II cytoskeletal 8 isoform 2 [Homo sapiens]	3	7	0.8803	0.0164
EIF4A2	gi|4505119|gn|MBD3:53615| methyl-CpG-binding domain protein 3 [Homo sapiens]	3	1	0.1973	0.3972
MEPCE	gi|4505119|gn|MBD3:53615| methyl-CpG-binding domain protein 3 [Homo sapiens]	3	1	0.1313	0.4572
EIF4A2	gi|4505145|gn|ME2:4200| NAD-dependent malic enzyme, mitochondrial isoform 1 precursor [Homo sapiens]	3	2	0.3349	0.2755
MEPCE	gi|4505145|gn|ME2:4200| NAD-dependent malic enzyme, mitochondrial isoform 1 precursor [Homo sapiens]	3	2	0.1673	0.4246
EIF4A2	gi|4505257|gn|MSN:4478| moesin [Homo sapiens]	3	1	0.4439	0.1959
MEPCE	gi|4505257|gn|MSN:4478| moesin [Homo sapiens]	3	1	0.9726	0.0021
EIF4A2	gi|4505541|gn|USO1:8615| general vesicular transport factor p115 [Homo sapiens]	3	6	0.4734	0.1784
MEPCE	gi|4505541|gn|USO1:8615| general vesicular transport factor p115 [Homo sapiens]	3	6	0.2141	0.3830
EIF4A2	gi|4505641|gn|PCNA:5111| proliferating cell nuclear antigen [Homo sapiens]	3	5	0.1811	0.4108
MEPCE	gi|4505641|gn|PCNA:5111| proliferating cell nuclear antigen [Homo sapiens]	3	5	0.1574	0.4340
EIF4A2	gi|4505753|gn|PGAM1:5223| phosphoglycerate mutase 1 [Homo sapiens]	3	2	0.4967	0.1650
MEPCE	gi|4505753|gn|PGAM1:5223| phosphoglycerate mutase 1 [Homo sapiens]	3	2	0.3246	0.2880
EIF4A2	gi|4505763|gn|PGK1:5230| phosphoglycerate kinase 1 [Homo sapiens]	3	4	0.3782	0.2396
MEPCE	gi|4505763|gn|PGK1:5230| phosphoglycerate kinase 1 [Homo sapiens]	3	4	0.0760	0.5133
EIF4A2	gi|4505813|gn|DYNLL1:8655| dynein light chain 1, cytoplasmic [Homo sapiens]	3	1	0.1054	0.4853
MEPCE	gi|4505813|gn|DYNLL1:8655| dynein light chain 1, cytoplasmic [Homo sapiens]	3	1	0.1321	0.4564
EIF4A2	gi|4505995|gn|PPM1B:5495| protein phosphatase 1B isoform 1 [Homo sapiens]	3	1	0.0046	0.6265
MEPCE	gi|4505995|gn|PPM1B:5495| protein phosphatase 1B isoform 1 [Homo sapiens]	3	1	0.0036	0.6316
EIF4A2	gi|4506027|gn|PPP4C:5531| serine/threonine-protein phosphatase 4 catalytic subunit [Homo sapiens]	3	1	0.3341	0.2789
MEPCE	gi|4506027|gn|PPP4C:5531| serine/threonine-protein phosphatase 4 catalytic subunit [Homo sapiens]	3	1	0.0046	0.6265
EIF4A2	gi|4506127|gn|PRPS1:5631| ribose-phosphate pyrophosphokinase 1 isoform 1 [Homo sapiens]	3	3	0.0029	0.6375
MEPCE	gi|4506127|gn|PRPS1:5631| ribose-phosphate pyrophosphokinase 1 isoform 1 [Homo sapiens]	3	3	0.0127	0.5942
EIF4A2	gi|4506181|gn|PSMA2:5683| proteasome subunit alpha type-2 [Homo sapiens]	3	6	0.3115	0.2986
MEPCE	gi|4506181|gn|PSMA2:5683| proteasome subunit alpha type-2 [Homo sapiens]	3	6	0.1679	0.4243
EIF4A2	gi|4506189|gn|PSMA7:5688| proteasome subunit alpha type-7 [Homo sapiens]	3	9	0.2120	0.3843
MEPCE	gi|4506189|gn|PSMA7:5688| proteasome subunit alpha type-7 [Homo sapiens]	3	9	0.1253	0.4649
EIF4A2	gi|4506193|gn|PSMB1:5689| proteasome subunit beta type-1 [Homo sapiens]	3	8	0.0124	0.5946
MEPCE	gi|4506193|gn|PSMB1:5689| proteasome subunit beta type-1 [Homo sapiens]	3	8	0.0188	0.5782
EIF4A2	gi|4506195|gn|PSMB2:5690| proteasome subunit beta type-2 isoform 1 [Homo sapiens]	3	1	0.0173	0.5815
MEPCE	gi|4506195|gn|PSMB2:5690| proteasome subunit beta type-2 isoform 1 [Homo sapiens]	3	1	0.0178	0.5805
EIF4A2	gi|4506203|gn|PSMB7:5695| proteasome subunit beta type-7 proprotein [Homo sapiens]	3	5	0.0696	0.5195
MEPCE	gi|4506203|gn|PSMB7:5695| proteasome subunit beta type-7 proprotein [Homo sapiens]	3	5	0.0484	0.5406
EIF4A2	gi|4506209|gn|PSMC2:5701| 26S protease regulatory subunit 7 isoform 1 [Homo sapiens]	3	7	0.0499	0.5390
MEPCE	gi|4506209|gn|PSMC2:5701| 26S protease regulatory subunit 7 isoform 1 [Homo sapiens]	3	7	0.0194	0.5770
EIF4A2	gi|4506217|gn|PSMD10:5716| 26S proteasome non-ATPase regulatory subunit 10 isoform 1 [Homo sapiens]	3	2	0.7010	0.0604
MEPCE	gi|4506217|gn|PSMD10:5716| 26S proteasome non-ATPase regulatory subunit 10 isoform 1 [Homo sapiens]	3	2	0.0792	0.5093
EIF4A2	gi|4506221|gn|PSMD12:5718| 26S proteasome non-ATPase regulatory subunit 12 isoform 1 [Homo sapiens]	3	2	0.0100	0.6031
MEPCE	gi|4506221|gn|PSMD12:5718| 26S proteasome non-ATPase regulatory subunit 12 isoform 1 [Homo sapiens]	3	2	0.0028	0.6384
EIF4A2	gi|4506331|gn|PTS:5805| 6-pyruvoyl tetrahydrobiopterin synthase [Homo sapiens]	3	7	0.0655	0.5232
MEPCE	gi|4506331|gn|PTS:5805| 6-pyruvoyl tetrahydrobiopterin synthase [Homo sapiens]	3	7	0.0031	0.6357
EIF4A2	gi|4506407|gn|RANBP1:5902| ran-specific GTPase-activating protein [Homo sapiens]	3	3	0.0555	0.5331
MEPCE	gi|4506407|gn|RANBP1:5902| ran-specific GTPase-activating protein [Homo sapiens]	3	3	0.2449	0.3558
EIF4A2	gi|4506411|gn|RANGAP1:5905| ran GTPase-activating protein 1 [Homo sapiens]	3	7	0.4814	0.1764
MEPCE	gi|4506411|gn|RANGAP1:5905| ran GTPase-activating protein 1 [Homo sapiens]	3	7	0.6491	0.0969
EIF4A2	gi|4506439|gn|RBBP7:5931| histone-binding protein RBBP7 isoform 2 [Homo sapiens]	3	1	0.2248	0.3717
MEPCE	gi|4506439|gn|RBBP7:5931| histone-binding protein RBBP7 isoform 2 [Homo sapiens]	3	1	0.5411	0.1371
EIF4A2	gi|4506455|gn|RCN1:5954| reticulocalbin-1 precursor [Homo sapiens]	3	5	0.1929	0.4021
MEPCE	gi|4506455|gn|RCN1:5954| reticulocalbin-1 precursor [Homo sapiens]	3	5	0.1091	0.4835
EIF4A2	gi|4506583|gn|RPA1:6117| replication protein A 70 kDa DNA-binding subunit [Homo sapiens]	3	4	0.0505	0.5383
MEPCE	gi|4506583|gn|RPA1:6117| replication protein A 70 kDa DNA-binding subunit [Homo sapiens]	3	4	0.0668	0.5219
EIF4A2	gi|4506585|gn|RPA2:6118| replication protein A 32 kDa subunit [Homo sapiens]	3	2	0.0102	0.6021
MEPCE	gi|4506585|gn|RPA2:6118| replication protein A 32 kDa subunit [Homo sapiens]	3	2	0.0224	0.5736
EIF4A2	gi|4506587|gn|RPA3:6119| replication protein A 14 kDa subunit [Homo sapiens]	3	3	0.0098	0.6048
MEPCE	gi|4506587|gn|RPA3:6119| replication protein A 14 kDa subunit [Homo sapiens]	3	3	0.0249	0.5693
