Bait	Prey	#Rep	AvgP	BFDR
EIF4A2	gi|38327039|gn|HSPA4:3308| heat shock 70 kDa protein 4 [Homo sapiens]	3	0.4898	0.1300
MEPCE	gi|38327039|gn|HSPA4:3308| heat shock 70 kDa protein 4 [Homo sapiens]	3	0.0005	0.6238
EIF4A2	gi|38327625|gn|CS:1431| citrate synthase, mitochondrial precursor [Homo sapiens]	3	0.1902	0.3065
MEPCE	gi|38327625|gn|CS:1431| citrate synthase, mitochondrial precursor [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|38372925|gn|BSG:682| basigin isoform 2 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|38372925|gn|BSG:682| basigin isoform 2 [Homo sapiens]	3	0.0001	0.6563
EIF4A2	gi|384367993|gn|COPS4:51138| COP9 signalosome complex subunit 4 isoform 2 [Homo sapiens]	3	0.0019	0.5887
MEPCE	gi|384367993|gn|COPS4:51138| COP9 signalosome complex subunit 4 isoform 2 [Homo sapiens]	3	0.2747	0.2639
EIF4A2	gi|384475521|gn|TKT:7086| transketolase isoform 2 [Homo sapiens]	3	0.6734	0.0484
MEPCE	gi|384475521|gn|TKT:7086| transketolase isoform 2 [Homo sapiens]	3	0.9394	0.0030
EIF4A2	gi|384475556|gn|HARS:3035| histidine--tRNA ligase, cytoplasmic isoform 4 [Homo sapiens]	3	0.0189	0.4875
MEPCE	gi|384475556|gn|HARS:3035| histidine--tRNA ligase, cytoplasmic isoform 4 [Homo sapiens]	3	0.0055	0.5474
EIF4A2	gi|38455427|gn|CCT4:10575| T-complex protein 1 subunit delta isoform a [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|38455427|gn|CCT4:10575| T-complex protein 1 subunit delta isoform a [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|384871702|gn|MSH2:4436| DNA mismatch repair protein Msh2 isoform 2 [Homo sapiens]	3	0.0378	0.4469
MEPCE	gi|384871702|gn|MSH2:4436| DNA mismatch repair protein Msh2 isoform 2 [Homo sapiens]	3	0.1394	0.3423
EIF4A2	gi|38488727|gn|RSRC1:51319| serine/Arginine-related protein 53 isoform 1 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|38488727|gn|RSRC1:51319| serine/Arginine-related protein 53 isoform 1 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|385298680|gn|EFTUD2:9343| 116 kDa U5 small nuclear ribonucleoprotein component isoform c [Homo sapiens]	3	0.0087	0.5206
MEPCE	gi|385298680|gn|EFTUD2:9343| 116 kDa U5 small nuclear ribonucleoprotein component isoform c [Homo sapiens]	3	0.2906	0.2588
EIF4A2	gi|38569394|gn|IKBKAP:8518| elongator complex protein 1 [Homo sapiens]	3	0.3366	0.2173
MEPCE	gi|38569394|gn|IKBKAP:8518| elongator complex protein 1 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|38569421|gn|ACLY:47| ATP-citrate synthase isoform 1 [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|38569421|gn|ACLY:47| ATP-citrate synthase isoform 1 [Homo sapiens]	3	0.3684	0.1796
EIF4A2	gi|386642862|gn|TARS:6897| threonine--tRNA ligase, cytoplasmic isoform 2 [Homo sapiens]	3	0.6310	0.0904
MEPCE	gi|386642862|gn|TARS:6897| threonine--tRNA ligase, cytoplasmic isoform 2 [Homo sapiens]	3	0.0002	0.6436
EIF4A2	gi|386781688|gn|SRP68:6730| signal recognition particle 68 kDa protein isoform 2 [Homo sapiens]	3	0.3926	0.1654
MEPCE	gi|386781688|gn|SRP68:6730| signal recognition particle 68 kDa protein isoform 2 [Homo sapiens]	3	0.0618	0.4145
EIF4A2	gi|38679892|gn|PIN4:5303| peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 isoform 1 [Homo sapiens]	3	0.0045	0.5579
MEPCE	gi|38679892|gn|PIN4:5303| peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 isoform 1 [Homo sapiens]	3	0.0002	0.6436
EIF4A2	gi|38683855|gn|PTCD3:55037| pentatricopeptide repeat-containing protein 3, mitochondrial precursor [Homo sapiens]	3	0.3327	0.2316
MEPCE	gi|38683855|gn|PTCD3:55037| pentatricopeptide repeat-containing protein 3, mitochondrial precursor [Homo sapiens]	3	0.0076	0.5299
EIF4A2	gi|386869503|gn|RPS3:6188| 40S ribosomal protein S3 isoform 2 [Homo sapiens]	3	0.9992	0.0000
MEPCE	gi|386869503|gn|RPS3:6188| 40S ribosomal protein S3 isoform 2 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|386869506|gn|RPS3:6188| 40S ribosomal protein S3 isoform 3 [Homo sapiens]	3	0.9950	0.0002
MEPCE	gi|386869506|gn|RPS3:6188| 40S ribosomal protein S3 isoform 3 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|387527974|gn|DCTN2:10540| dynactin subunit 2 isoform 3 [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|387527974|gn|DCTN2:10540| dynactin subunit 2 isoform 3 [Homo sapiens]	3	0.0003	0.6339
EIF4A2	gi|387527981|gn|EIF2B3:8891| translation initiation factor eIF-2B subunit gamma isoform 3 [Homo sapiens]	3	0.6698	0.0539
MEPCE	gi|387527981|gn|EIF2B3:8891| translation initiation factor eIF-2B subunit gamma isoform 3 [Homo sapiens]	3	0.0053	0.5499
EIF4A2	gi|387849036|gn|NSRP1:84081| nuclear speckle splicing regulatory protein 1 isoform 2 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|387849036|gn|NSRP1:84081| nuclear speckle splicing regulatory protein 1 isoform 2 [Homo sapiens]	3	0.0901	0.3836
EIF4A2	gi|388240786|gn|PFDN6:10471| prefoldin subunit 6 [Homo sapiens]	3	0.0016	0.5954
MEPCE	gi|388240786|gn|PFDN6:10471| prefoldin subunit 6 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|388490152|gn|LARP7:51574| la-related protein 7 isoform 2 [Homo sapiens]	3	0.0347	0.4530
MEPCE	gi|388490152|gn|LARP7:51574| la-related protein 7 isoform 2 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|389616156|gn|EIF3C:8663| eukaryotic translation initiation factor 3 subunit C [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|389616156|gn|EIF3C:8663| eukaryotic translation initiation factor 3 subunit C [Homo sapiens]	3	0.3460	0.1970
EIF4A2	gi|391224461|gn|PRPF40B:25766| pre-mRNA-processing factor 40 homolog B [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|391224461|gn|PRPF40B:25766| pre-mRNA-processing factor 40 homolog B [Homo sapiens]	3	0.0121	0.5080
EIF4A2	gi|391353390|gn|SRP72:6731| signal recognition particle 72 kDa protein isoform 2 [Homo sapiens]	3	0.0549	0.4250
MEPCE	gi|391353390|gn|SRP72:6731| signal recognition particle 72 kDa protein isoform 2 [Homo sapiens]	3	0.0877	0.3857
EIF4A2	gi|392494084|gn|EIF6:3692| eukaryotic translation initiation factor 6 isoform a [Homo sapiens]	3	0.8659	0.0088
MEPCE	gi|392494084|gn|EIF6:3692| eukaryotic translation initiation factor 6 isoform a [Homo sapiens]	3	0.7607	0.0218
EIF4A2	gi|392513652|gn|PAAF1:80227| proteasomal ATPase-associated factor 1 isoform 1 [Homo sapiens]	3	0.0013	0.6021
MEPCE	gi|392513652|gn|PAAF1:80227| proteasomal ATPase-associated factor 1 isoform 1 [Homo sapiens]	3	0.0003	0.6339
EIF4A2	gi|392513662|gn|ILF2:3608| interleukin enhancer-binding factor 2 isoform 2 [Homo sapiens]	3	0.9996	0.0000
MEPCE	gi|392513662|gn|ILF2:3608| interleukin enhancer-binding factor 2 isoform 2 [Homo sapiens]	3	0.9989	0.0001
EIF4A2	gi|392583865|gn|SLIRP:81892| SRA stem-loop-interacting RNA-binding protein, mitochondrial isoform 2 precursor [Homo sapiens]	3	0.0082	0.5240
MEPCE	gi|392583865|gn|SLIRP:81892| SRA stem-loop-interacting RNA-binding protein, mitochondrial isoform 2 precursor [Homo sapiens]	3	0.0264	0.4697
EIF4A2	gi|392583868|gn|SLIRP:81892| SRA stem-loop-interacting RNA-binding protein, mitochondrial isoform 3 precursor [Homo sapiens]	3	0.1411	0.3401
MEPCE	gi|392583868|gn|SLIRP:81892| SRA stem-loop-interacting RNA-binding protein, mitochondrial isoform 3 precursor [Homo sapiens]	3	0.2133	0.2922
EIF4A2	gi|393715091|gn|TUBA1A:7846| tubulin alpha-1A chain isoform 1 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|393715091|gn|TUBA1A:7846| tubulin alpha-1A chain isoform 1 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|394582093|gn|MCM3:4172| DNA replication licensing factor MCM3 isoform 1 [Homo sapiens]	3	0.4811	0.1326
MEPCE	gi|394582093|gn|MCM3:4172| DNA replication licensing factor MCM3 isoform 1 [Homo sapiens]	3	0.0906	0.3831
EIF4A2	gi|394953893|gn|PSMB6:5694| proteasome subunit beta type-6 isoform 2 proprotein [Homo sapiens]	3	0.0019	0.5887
MEPCE	gi|394953893|gn|PSMB6:5694| proteasome subunit beta type-6 isoform 2 proprotein [Homo sapiens]	3	0.0001	0.6563
EIF4A2	gi|394953908|gn|PSMD11:5717| 26S proteasome non-ATPase regulatory subunit 11 [Homo sapiens]	3	0.0003	0.6339
MEPCE	gi|394953908|gn|PSMD11:5717| 26S proteasome non-ATPase regulatory subunit 11 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|395132450|gn|RPL13A:23521| 60S ribosomal protein L13a isoform 2 [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|395132450|gn|RPL13A:23521| 60S ribosomal protein L13a isoform 2 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|395455051|gn|SREK1:140890| splicing regulatory glutamine/lysine-rich protein 1 isoform c [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|395455051|gn|SREK1:140890| splicing regulatory glutamine/lysine-rich protein 1 isoform c [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|395455053|gn|SREK1:140890| splicing regulatory glutamine/lysine-rich protein 1 isoform d [Homo sapiens]	3	0.0023	0.5812
MEPCE	gi|395455053|gn|SREK1:140890| splicing regulatory glutamine/lysine-rich protein 1 isoform d [Homo sapiens]	3	0.0017	0.5936
EIF4A2	gi|39652628|gn|FAM120A:23196| constitutive coactivator of PPAR-gamma-like protein 1 [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|39652628|gn|FAM120A:23196| constitutive coactivator of PPAR-gamma-like protein 1 [Homo sapiens]	3	0.2812	0.2605
EIF4A2	gi|397174790|gn|LUC7L2:51631| putative RNA-binding protein Luc7-like 2 isoform 4 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|397174790|gn|LUC7L2:51631| putative RNA-binding protein Luc7-like 2 isoform 4 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|39725634|gn|LARP1:23367| la-related protein 1 isoform 1 [Homo sapiens]	3	0.9386	0.0033
MEPCE	gi|39725634|gn|LARP1:23367| la-related protein 1 isoform 1 [Homo sapiens]	3	0.1541	0.3301
EIF4A2	gi|39780588|gn|TSR1:55720| pre-rRNA-processing protein TSR1 homolog [Homo sapiens]	3	0.0017	0.5936
MEPCE	gi|39780588|gn|TSR1:55720| pre-rRNA-processing protein TSR1 homolog [Homo sapiens]	3	0.0003	0.6339
EIF4A2	gi|39930523|gn|C11orf84:144097| uncharacterized protein C11orf84 [Homo sapiens]	3	0.0022	0.5834
MEPCE	gi|39930523|gn|C11orf84:144097| uncharacterized protein C11orf84 [Homo sapiens]	3	0.4267	0.1504
EIF4A2	gi|39995082|gn|NSUN2:54888| tRNA (cytosine(34)-C(5))-methyltransferase isoform 1 [Homo sapiens]	3	0.0082	0.5240
MEPCE	gi|39995082|gn|NSUN2:54888| tRNA (cytosine(34)-C(5))-methyltransferase isoform 1 [Homo sapiens]	3	0.1958	0.3042
EIF4A2	gi|40068518|gn|PGD:5226| 6-phosphogluconate dehydrogenase, decarboxylating [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|40068518|gn|PGD:5226| 6-phosphogluconate dehydrogenase, decarboxylating [Homo sapiens]	3	0.1103	0.3665
EIF4A2	gi|40217847|gn|SNRNP200:23020| U5 small nuclear ribonucleoprotein 200 kDa helicase [Homo sapiens]	3	0.0005	0.6238
MEPCE	gi|40217847|gn|SNRNP200:23020| U5 small nuclear ribonucleoprotein 200 kDa helicase [Homo sapiens]	3	0.7444	0.0245
EIF4A2	gi|40254834|gn|KIF1C:10749| kinesin-like protein KIF1C [Homo sapiens]	3	0.0446	0.4406
MEPCE	gi|40254834|gn|KIF1C:10749| kinesin-like protein KIF1C [Homo sapiens]	3	0.0001	0.6563
EIF4A2	gi|40254851|gn|PKN3:29941| serine/threonine-protein kinase N3 [Homo sapiens]	3	0.0030	0.5732
MEPCE	gi|40254851|gn|PKN3:29941| serine/threonine-protein kinase N3 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|40254924|gn|LRRC59:55379| leucine-rich repeat-containing protein 59 [Homo sapiens]	3	0.4737	0.1339
MEPCE	gi|40254924|gn|LRRC59:55379| leucine-rich repeat-containing protein 59 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|40254978|gn|FIP1L1:81608| pre-mRNA 3'-end-processing factor FIP1 isoform 1 [Homo sapiens]	3	0.6667	0.0650
MEPCE	gi|40254978|gn|FIP1L1:81608| pre-mRNA 3'-end-processing factor FIP1 isoform 1 [Homo sapiens]	3	0.0018	0.5918
EIF4A2	gi|402794155|gn|PUF60:22827| poly(U)-binding-splicing factor PUF60 isoform f [Homo sapiens]	3	0.0028	0.5749
MEPCE	gi|402794155|gn|PUF60:22827| poly(U)-binding-splicing factor PUF60 isoform f [Homo sapiens]	3	0.0501	0.4310
EIF4A2	gi|402794208|gn|PUF60:22827| poly(U)-binding-splicing factor PUF60 isoform h [Homo sapiens]	3	0.0003	0.6339
MEPCE	gi|402794208|gn|PUF60:22827| poly(U)-binding-splicing factor PUF60 isoform h [Homo sapiens]	3	0.0098	0.5153
EIF4A2	gi|40288288|gn|CARM1:10498| histone-arginine methyltransferase CARM1 [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|40288288|gn|CARM1:10498| histone-arginine methyltransferase CARM1 [Homo sapiens]	3	0.0159	0.4949
EIF4A2	gi|40353734|gn|NPM1:4869| nucleophosmin isoform 2 [Homo sapiens]	3	0.1900	0.3070
MEPCE	gi|40353734|gn|NPM1:4869| nucleophosmin isoform 2 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|40354195|gn|KRT18:3875| keratin, type I cytoskeletal 18 [Homo sapiens]	3	0.4141	0.1551
MEPCE	gi|40354195|gn|KRT18:3875| keratin, type I cytoskeletal 18 [Homo sapiens]	3	0.5717	0.1115
EIF4A2	gi|40789249|gn|DARS2:55157| aspartate--tRNA ligase, mitochondrial [Homo sapiens]	3	0.4263	0.1511
MEPCE	gi|40789249|gn|DARS2:55157| aspartate--tRNA ligase, mitochondrial [Homo sapiens]	3	0.1029	0.3743
EIF4A2	gi|40805825|gn|COPE:11316| coatomer subunit epsilon isoform b [Homo sapiens]	3	0.0036	0.5644
MEPCE	gi|40805825|gn|COPE:11316| coatomer subunit epsilon isoform b [Homo sapiens]	3	0.0001	0.6563
EIF4A2	gi|40807485|gn|PRPF6:24148| pre-mRNA-processing factor 6 [Homo sapiens]	3	0.0249	0.4717
MEPCE	gi|40807485|gn|PRPF6:24148| pre-mRNA-processing factor 6 [Homo sapiens]	3	0.9992	0.0000
EIF4A2	gi|410170078|gn|LOC100996606:100996606| PREDICTED: uncharacterized protein LOC100996606 [Homo sapiens]	3	0.3536	0.1877
MEPCE	gi|410170078|gn|LOC100996606:100996606| PREDICTED: uncharacterized protein LOC100996606 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|410172437|gn|LOC100996643:100996643| PREDICTED: monofunctional C1-tetrahydrofolate synthase, mitochondrial-like [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|410172437|gn|LOC100996643:100996643| PREDICTED: monofunctional C1-tetrahydrofolate synthase, mitochondrial-like [Homo sapiens]	3	0.0073	0.5322
EIF4A2	gi|410173613|gn|LOC101059922:101059922| PREDICTED: uncharacterized LOC101059922 [Homo sapiens]	3	0.0006	0.6194
MEPCE	gi|410173613|gn|LOC101059922:101059922| PREDICTED: uncharacterized LOC101059922 [Homo sapiens]	3	0.0002	0.6436
EIF4A2	gi|410991931|gn|PYCR2:29920| pyrroline-5-carboxylate reductase 2 isoform 2 [Homo sapiens]	3	0.0007	0.6153
MEPCE	gi|410991931|gn|PYCR2:29920| pyrroline-5-carboxylate reductase 2 isoform 2 [Homo sapiens]	3	0.0032	0.5710
EIF4A2	gi|41281453|gn|SLK:9748| STE20-like serine/threonine-protein kinase [Homo sapiens]	3	0.9991	0.0000
MEPCE	gi|41281453|gn|SLK:9748| STE20-like serine/threonine-protein kinase [Homo sapiens]	3	0.7494	0.0240
EIF4A2	gi|41281798|gn|TAB1:10454| TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 isoform beta [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|41281798|gn|TAB1:10454| TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 isoform beta [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|41327771|gn|DDX23:9416| probable ATP-dependent RNA helicase DDX23 [Homo sapiens]	3	0.3174	0.2452
MEPCE	gi|41327771|gn|DDX23:9416| probable ATP-dependent RNA helicase DDX23 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|41327773|gn|DDX46:9879| probable ATP-dependent RNA helicase DDX46 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|41327773|gn|DDX46:9879| probable ATP-dependent RNA helicase DDX46 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|41327779|gn|DDX55:57696| ATP-dependent RNA helicase DDX55 [Homo sapiens]	3	0.6369	0.0883
MEPCE	gi|41327779|gn|DDX55:57696| ATP-dependent RNA helicase DDX55 [Homo sapiens]	3	0.3385	0.2105
EIF4A2	gi|41393554|gn|LUC7L:55692| putative RNA-binding protein Luc7-like 1 isoform b [Homo sapiens]	3	0.0005	0.6238
MEPCE	gi|41393554|gn|LUC7L:55692| putative RNA-binding protein Luc7-like 1 isoform b [Homo sapiens]	3	0.7877	0.0167
EIF4A2	gi|41399285|gn|HSPD1:3329| 60 kDa heat shock protein, mitochondrial [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|41399285|gn|HSPD1:3329| 60 kDa heat shock protein, mitochondrial [Homo sapiens]	3	0.0011	0.6067
EIF4A2	gi|414144872|gn|COPZ1:22818| coatomer subunit zeta-1 isoform 3 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|414144872|gn|COPZ1:22818| coatomer subunit zeta-1 isoform 3 [Homo sapiens]	3	0.0013	0.6021
EIF4A2	gi|41872631|gn|FASN:2194| fatty acid synthase [Homo sapiens]	3	0.0454	0.4392
MEPCE	gi|41872631|gn|FASN:2194| fatty acid synthase [Homo sapiens]	3	0.0294	0.4634
EIF4A2	gi|419636284|gn|AP3B1:8546| AP-3 complex subunit beta-1 isoform 2 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|419636284|gn|AP3B1:8546| AP-3 complex subunit beta-1 isoform 2 [Homo sapiens]	3	0.0002	0.6436
EIF4A2	gi|422398841|gn|PSMD6:9861| 26S proteasome non-ATPase regulatory subunit 6 isoform 3 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|422398841|gn|PSMD6:9861| 26S proteasome non-ATPase regulatory subunit 6 isoform 3 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|422398887|gn|DYNC1I2:1781| cytoplasmic dynein 1 intermediate chain 2 isoform 2 [Homo sapiens]	3	0.0016	0.5954
MEPCE	gi|422398887|gn|DYNC1I2:1781| cytoplasmic dynein 1 intermediate chain 2 isoform 2 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|422398894|gn|DYNC1I2:1781| cytoplasmic dynein 1 intermediate chain 2 isoform 4 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|422398894|gn|DYNC1I2:1781| cytoplasmic dynein 1 intermediate chain 2 isoform 4 [Homo sapiens]	3	0.0001	0.6563
EIF4A2	gi|42542379|gn|SRRM1:10250| serine/arginine repetitive matrix protein 1 [Homo sapiens]	3	0.3252	0.2413
MEPCE	gi|42542379|gn|SRRM1:10250| serine/arginine repetitive matrix protein 1 [Homo sapiens]	3	0.7667	0.0207
EIF4A2	gi|42544159|gn|HSPH1:10808| heat shock protein 105 kDa [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|42544159|gn|HSPH1:10808| heat shock protein 105 kDa [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|42558250|gn|CAPRIN1:4076| caprin-1 isoform 1 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|42558250|gn|CAPRIN1:4076| caprin-1 isoform 1 [Homo sapiens]	3	0.0007	0.6153
EIF4A2	gi|42558252|gn|CHCHD1:118487| coiled-coil-helix-coiled-coil-helix domain-containing protein 1 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|42558252|gn|CHCHD1:118487| coiled-coil-helix-coiled-coil-helix domain-containing protein 1 [Homo sapiens]	3	0.0001	0.6563
EIF4A2	gi|42560244|gn|PPIG:9360| peptidyl-prolyl cis-trans isomerase G [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|42560244|gn|PPIG:9360| peptidyl-prolyl cis-trans isomerase G [Homo sapiens]	3	0.6686	0.0575
EIF4A2	gi|426214088|gn|RCN2:5955| reticulocalbin-2 isoform b precursor [Homo sapiens]	3	0.0002	0.6436
MEPCE	gi|426214088|gn|RCN2:5955| reticulocalbin-2 isoform b precursor [Homo sapiens]	3	0.0047	0.5564
EIF4A2	gi|42718020|gn|RP9:6100| retinitis pigmentosa 9 protein [Homo sapiens]	3	0.0101	0.5149
MEPCE	gi|42718020|gn|RP9:6100| retinitis pigmentosa 9 protein [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|42741682|gn|ZRANB2:9406| zinc finger Ran-binding domain-containing protein 2 isoform 2 [Homo sapiens]	3	0.0005	0.6238
MEPCE	gi|42741682|gn|ZRANB2:9406| zinc finger Ran-binding domain-containing protein 2 isoform 2 [Homo sapiens]	3	0.8520	0.0098
EIF4A2	gi|42794754|gn|ACSL3:2181| long-chain-fatty-acid--CoA ligase 3 [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|42794754|gn|ACSL3:2181| long-chain-fatty-acid--CoA ligase 3 [Homo sapiens]	3	0.0429	0.4419
EIF4A2	gi|428673536|gn|KHDRBS1:10657| KH domain-containing, RNA-binding, signal transduction-associated protein 1 isoform 2 [Homo sapiens]	3	0.0015	0.5994
MEPCE	gi|428673536|gn|KHDRBS1:10657| KH domain-containing, RNA-binding, signal transduction-associated protein 1 isoform 2 [Homo sapiens]	3	0.4554	0.1398
EIF4A2	gi|430727947|gn|PPP2R2B:5521| serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform isoform e [Homo sapiens]	3	0.0179	0.4910
MEPCE	gi|430727947|gn|PPP2R2B:5521| serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform isoform e [Homo sapiens]	3	0.0012	0.6030
EIF4A2	gi|431822408|gn|HSP90AB1:3326| heat shock protein HSP 90-beta isoform c [Homo sapiens]	3	0.0002	0.6436
MEPCE	gi|431822408|gn|HSP90AB1:3326| heat shock protein HSP 90-beta isoform c [Homo sapiens]	3	0.0001	0.6563
EIF4A2	gi|440309857|gn|TRAP1:10131| heat shock protein 75 kDa, mitochondrial isoform 2 [Homo sapiens]	3	0.0086	0.5216
MEPCE	gi|440309857|gn|TRAP1:10131| heat shock protein 75 kDa, mitochondrial isoform 2 [Homo sapiens]	3	0.0011	0.6067
EIF4A2	gi|440918695|gn|USP10:9100| ubiquitin carboxyl-terminal hydrolase 10 isoform 1 [Homo sapiens]	3	0.9766	0.0012
MEPCE	gi|440918695|gn|USP10:9100| ubiquitin carboxyl-terminal hydrolase 10 isoform 1 [Homo sapiens]	3	0.0635	0.4126
EIF4A2	gi|441478305|gn|QARS:5859| glutamine--tRNA ligase isoform b [Homo sapiens]	3	0.1707	0.3172
MEPCE	gi|441478305|gn|QARS:5859| glutamine--tRNA ligase isoform b [Homo sapiens]	3	0.0018	0.5918
EIF4A2	gi|443497964|gn|PRKAR1A:5573| cAMP-dependent protein kinase type I-alpha regulatory subunit isoform a [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|443497964|gn|PRKAR1A:5573| cAMP-dependent protein kinase type I-alpha regulatory subunit isoform a [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|4501885|gn|ACTB:60| actin, cytoplasmic 1 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|4501885|gn|ACTB:60| actin, cytoplasmic 1 [Homo sapiens]	3	0.0002	0.6436
EIF4A2	gi|4501893|gn|ACTN2:88| alpha-actinin-2 [Homo sapiens]	3	0.0004	0.6277
MEPCE	gi|4501893|gn|ACTN2:88| alpha-actinin-2 [Homo sapiens]	3	0.0002	0.6436
EIF4A2	gi|4502023|gn|AKT2:208| RAC-beta serine/threonine-protein kinase isoform 1 [Homo sapiens]	3	0.0052	0.5515
MEPCE	gi|4502023|gn|AKT2:208| RAC-beta serine/threonine-protein kinase isoform 1 [Homo sapiens]	3	0.2612	0.2685
EIF4A2	gi|4502027|gn|ALB:213| serum albumin preproprotein [Homo sapiens]	3	0.3337	0.2263
MEPCE	gi|4502027|gn|ALB:213| serum albumin preproprotein [Homo sapiens]	3	0.0093	0.5185
EIF4A2	gi|4502209|gn|ARF5:381| ADP-ribosylation factor 5 [Homo sapiens]	3	0.0004	0.6277
MEPCE	gi|4502209|gn|ARF5:381| ADP-ribosylation factor 5 [Homo sapiens]	3	0.0001	0.6563
EIF4A2	gi|4502491|gn|C1QBP:708| complement component 1 Q subcomponent-binding protein, mitochondrial precursor [Homo sapiens]	3	0.0071	0.5335
MEPCE	gi|4502491|gn|C1QBP:708| complement component 1 Q subcomponent-binding protein, mitochondrial precursor [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|4502551|gn|CALU:813| calumenin isoform a precursor [Homo sapiens]	3	0.3066	0.2486
MEPCE	gi|4502551|gn|CALU:813| calumenin isoform a precursor [Homo sapiens]	3	0.0105	0.5138
EIF4A2	gi|4502643|gn|CCT6A:908| T-complex protein 1 subunit zeta isoform a [Homo sapiens]	3	0.0003	0.6339
MEPCE	gi|4502643|gn|CCT6A:908| T-complex protein 1 subunit zeta isoform a [Homo sapiens]	3	0.0001	0.6563
EIF4A2	gi|4502709|gn|CDK1:983| cyclin-dependent kinase 1 isoform 1 [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|4502709|gn|CDK1:983| cyclin-dependent kinase 1 isoform 1 [Homo sapiens]	3	0.0005	0.6238
EIF4A2	gi|4502747|gn|CDK9:1025| cyclin-dependent kinase 9 [Homo sapiens]	3	0.0291	0.4646
MEPCE	gi|4502747|gn|CDK9:1025| cyclin-dependent kinase 9 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|4502847|gn|CIRBP:1153| cold-inducible RNA-binding protein [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|4502847|gn|CIRBP:1153| cold-inducible RNA-binding protein [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|4502861|gn|AP3S1:1176| AP-3 complex subunit sigma-1 [Homo sapiens]	3	0.0228	0.4779
MEPCE	gi|4502861|gn|AP3S1:1176| AP-3 complex subunit sigma-1 [Homo sapiens]	3	0.0034	0.5681
